gold,pred,time_sec,support,mean, median,variance
u,g,0.0100,1.0000,0.0100,0.0000
g,f,0.0230,1.0000,0.0230,0.0000
g,r,0.0100,1.0000,0.0100,0.0000
i,k:,0.0200,1.0000,0.0200,0.0000
rˤ:,UNK,0.2510,1.0000,0.2510,0.0000
ʃ:,rˤ:,0.0100,1.0000,0.0100,0.0000
ʃ:,ʃ:,0.2200,1.0000,0.2200,0.0000
ʃ:,UNK,0.3180,1.0000,0.3180,0.0000
u,l,0.0300,1.0000,0.0300,0.0000
u,χ:,0.0060,1.0000,0.0060,0.0000
a,χ:,0.0100,1.0000,0.0100,0.0000
g,s,0.0100,1.0000,0.0100,0.0000
ts,a,0.0100,1.0000,0.0100,0.0000
ts,t,0.1440,1.0000,0.1440,0.0000
j,i,0.0500,1.0000,0.0500,0.0000
m,i,0.0200,1.0000,0.0200,0.0000
ʁ,u,0.0300,1.0000,0.0300,0.0000
tʃ,t,0.0900,1.0000,0.0900,0.0000
tʃ,UNK,0.1220,1.0000,0.1220,0.0000
t:,i,0.0100,1.0000,0.0100,0.0000
t:,a,0.0100,1.0000,0.0100,0.0000
r,s:,0.0100,1.0000,0.0100,0.0000
θ,t,0.1200,1.0000,0.1200,0.0000
θ,d:,0.0090,1.0000,0.0090,0.0000
d:,i,0.0100,1.0000,0.0100,0.0000
b,UNK,0.0470,1.0000,0.0470,0.0000
ɡʷ,b,0.0300,1.0000,0.0300,0.0000
ɡʷ,u,0.0380,1.0000,0.0380,0.0000
r,ɡʷ,0.0100,1.0000,0.0100,0.0000
r,s,0.0370,1.0000,0.0370,0.0000
n,d,0.0210,1.0000,0.0210,0.0000
r,d,0.0300,1.0000,0.0300,0.0000
d,d:,0.0500,1.0000,0.0500,0.0000
UNK,j,0.0100,1.0000,0.0100,0.0000
UNK,u,0.0100,1.0000,0.0100,0.0000
u,n,0.0070,1.0000,0.0070,0.0000
f,s,0.0300,1.0000,0.0300,0.0000
f,i,0.0300,1.0000,0.0300,0.0000
a,g,0.0100,1.0000,0.0100,0.0000
a,l,0.0430,1.0000,0.0430,0.0000
d:,u,0.0100,1.0000,0.0100,0.0000
j,u,0.0900,1.0000,0.0900,0.0000
s,d:,0.0140,1.0000,0.0140,0.0000
d:,t,0.0200,1.0000,0.0200,0.0000
